id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,name,Bot,status
1886152832,1886152832,StanBieberfan,,I'm a huge JB fan! Please FOLLOW :),None,42,163,0,9/20/13 10:50,0,FALSE,5,da,FALSE,FALSE,FALSE,Stan,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Wed Sep 25 07:33:37 +0000 2013', 'id': 382769844182974464, 'id_str': '382769844182974464', 'text': 'Good morning Beliebers! #justinbieber #02805signup', 'truncated': False, 'entities': {'hashtags': [{'text': 'justinbieber', 'indices': [24, 37]}, {'text': '02805signup', 'indices': [38, 50]}], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2013, 9, 25, 7, 33, 37), id=382769844182974464, id_str='382769844182974464', text='Good morning Beliebers! #justinbieber #02805signup', truncated=False, entities={'hashtags': [{'text': 'justinbieber', 'indices': [24, 37]}, {'text': '02805signup', 'indices': [38, 50]}], 'symbols': [], 'user_mentions': [], 'urls': []}, source='Twitter Web Client', source_url='http://twitter.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=1, favorited=False, retweeted=False, lang='en')"
3227021524,3227021524,dronesweetie,anywhere,"It‰Ûªs a bird, it‰Ûªs a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady",http://t.co/eKEVEqhsmx,575,31,60,5/1/15 21:07,8,FALSE,2370,en,TRUE,FALSE,FALSE,dronesweetie,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Fri Jul 08 04:14:27 +0000 2016', 'id': 751268183902871553, 'id_str': '751268183902871553', 'text': 'a close up of a person holding a cell phone', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://rebeccalieberman.com/"" rel=""nofollow"">Somewhere Between Perplexity</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 4, 'favorite_count': 6, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2016, 7, 8, 4, 14, 27), id=751268183902871553, id_str='751268183902871553', text='a close up of a person holding a cell phone', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, source='Somewhere Between Perplexity', source_url='http://rebeccalieberman.com/', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=4, favorite_count=6, favorited=False, retweeted=False, lang='en')"
2704554914,2704554914,reverseocr,,A bot that picks a word and then draws randomly until an OCR library (http://t.co/XmDeI5TWoF) reads that word. 4x daily. Also on Tumblr. // by @tinysubversions,http://t.co/r2HzjsqHTU,2148,1,198,8/3/14 17:26,0,FALSE,3740,en,TRUE,FALSE,FALSE,Reverse OCR,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 12:07:25 +0000 2017', 'id': 840897012371509248, 'id_str': '840897012371509248', 'text': 'bullion https://t.co/xFFz9gfMGH', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840897012216262656, 'id_str': '840897012216262656', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'url': 'https://t.co/xFFz9gfMGH', 'display_url': 'pic.twitter.com/xFFz9gfMGH', 'expanded_url': 'https://twitter.com/reverseocr/status/840897012371509248/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 800, 'h': 200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 170, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 840897012216262656, 'id_str': '840897012216262656', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'url': 'https://t.co/xFFz9gfMGH', 'display_url': 'pic.twitter.com/xFFz9gfMGH', 'expanded_url': 'https://twitter.com/reverseocr/status/840897012371509248/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 800, 'h': 200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 170, 'resize': 'fit'}}}]}, 'source': '<a href=""http://tinysubversions.com"" rel=""nofollow"">Reverse OCR</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 12, 7, 25), id=840897012371509248, id_str='840897012371509248', text='bullion https://t.co/xFFz9gfMGH', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 840897012216262656, 'id_str': '840897012216262656', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'url': 'https://t.co/xFFz9gfMGH', 'display_url': 'pic.twitter.com/xFFz9gfMGH', 'expanded_url': 'https://twitter.com/reverseocr/status/840897012371509248/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 800, 'h': 200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 170, 'resize': 'fit'}}}]}, extended_entities={'media': [{'id': 840897012216262656, 'id_str': '840897012216262656', 'indices': [8, 31], 'media_url': 'http://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C6t3YJnWcAAD0f6.jpg', 'url': 'https://t.co/xFFz9gfMGH', 'display_url': 'pic.twitter.com/xFFz9gfMGH', 'expanded_url': 'https://twitter.com/reverseocr/status/840897012371509248/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 800, 'h': 200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 170, 'resize': 'fit'}}}]}, source='Reverse OCR', source_url='http://tinysubversions.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, possibly_sensitive=False, lang='en')"
16843671,16843671,zak123,"Parker, Colorado","iOS/Mobile Dev who likes fighting games, playin drums and Phish. Follow @Netflix_bot",https://t.co/SgzbGuar3G,605,564,15,10/18/08 21:36,960,FALSE,30971,en,FALSE,FALSE,TRUE,Zachary,0,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 05:22:50 +0000 2017', 'id': 840795194589138944, 'id_str': '840795194589138944', 'text': '@Splel completely justified pop off let it rock', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Splel', 'name': 'svelte', 'id': 801355812, 'id_str': '801355812', 'indices': [0, 6]}], 'urls': []}, 'source': '<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iëÙS</a>', 'in_reply_to_status_id': 840743612686163969, 'in_reply_to_status_id_str': '840743612686163969', 'in_reply_to_user_id': 801355812, 'in_reply_to_user_id_str': '801355812', 'in_reply_to_screen_name': 'Splel', 'geo': {'type': 'Point', 'coordinates': [39.85911817, -105.05161816]}, 'coordinates': {'type': 'Point', 'coordinates': [-105.05161816, 39.85911817]}, 'place': {'id': '3f871475c095f94f', 'url': 'https://api.twitter.com/1.1/geo/id/3f871475c095f94f.json', 'place_type': 'city', 'name': 'Westminster', 'full_name': 'Westminster, CO', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-105.148925, 39.819133], [-104.987771, 39.819133], [-104.987771, 39.97944], [-105.148925, 39.97944]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 5, 22, 50), id=840795194589138944, id_str='840795194589138944', text='@Splel completely justified pop off let it rock', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Splel', 'name': 'svelte', 'id': 801355812, 'id_str': '801355812', 'indices': [0, 6]}], 'urls': []}, source='Tweetbot for iëÙS', source_url='http://tapbots.com/tweetbot', in_reply_to_status_id=840743612686163969, in_reply_to_status_id_str='840743612686163969', in_reply_to_user_id=801355812, in_reply_to_user_id_str='801355812', in_reply_to_screen_name='Splel', geo={'type': 'Point', 'coordinates': [39.85911817, -105.05161816]}, coordinates={'type': 'Point', 'coordinates': [-105.05161816, 39.85911817]}, place=Place(_api=<tweepy.api.API object at 0x10f6fc160>, id='3f871475c095f94f', url='https://api.twitter.com/1.1/geo/id/3f871475c095f94f.json', place_type='city', name='Westminster', full_name='Westminster, CO', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f6fc160>, type='Polygon', coordinates=[[[-105.148925, 39.819133], [-104.987771, 39.819133], [-104.987771, 39.97944], [-105.148925, 39.97944]]]), attributes={}), contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')"
2473406947,2473406947,redbox_bot,,Tweets new releases at Redbox locations. Created by @zak123. Check out @Netflix_bot as well.,http://t.co/riZPUcD2jM,74,1,4,5/2/14 3:43,0,FALSE,498,en,FALSE,FALSE,FALSE,Redbox Bot,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Thu May 28 11:20:31 +0000 2015', 'id': 603883544335785984, 'id_str': '603883544335785984', 'text': 'District 9  is now available at your local Redbox - http://t.co/Go2gccHw4B', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/Go2gccHw4B', 'expanded_url': 'http://ift.tt/1J8q8PW', 'display_url': 'ift.tt/1J8q8PW', 'indices': [52, 74]}]}, 'source': '<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, created_at=datetime.datetime(2015, 5, 28, 11, 20, 31), id=603883544335785984, id_str='603883544335785984', text='District 9  is now available at your local Redbox - http://t.co/Go2gccHw4B', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/Go2gccHw4B', 'expanded_url': 'http://ift.tt/1J8q8PW', 'display_url': 'ift.tt/1J8q8PW', 'indices': [52, 74]}]}, source='IFTTT', source_url='https://ifttt.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, possibly_sensitive=False, lang='en')"
1203840834,1203840834,netflix_bot,Silicon Valley,"Tweets new releases on Netflix Instant. Created by @zak123. Check out @Redbox_bot as well.Updates between 5-7AM MST Every Morning.",http://t.co/i4spceQkYr,6644,1,0,2/21/13 10:12,168,FALSE,8416,en,FALSE,FALSE,FALSE,Netflix Bot,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 12:41:05 +0000 2017', 'id': 840905484374802432, 'id_str': '840905484374802432', 'text': 'Showroom (2014) TV-14 [Movie] is now available on Netflix Instant - https://t.co/aHgqWZVgBd', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aHgqWZVgBd', 'expanded_url': 'http://ift.tt/2lQfcUf', 'display_url': 'ift.tt/2lQfcUf', 'indices': [68, 91]}]}, 'source': '<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 12, 41, 5), id=840905484374802432, id_str='840905484374802432', text='Showroom (2014) TV-14 [Movie] is now available on Netflix Instant - https://t.co/aHgqWZVgBd', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aHgqWZVgBd', 'expanded_url': 'http://ift.tt/2lQfcUf', 'display_url': 'ift.tt/2lQfcUf', 'indices': [68, 91]}]}, source='IFTTT', source_url='https://ifttt.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, possibly_sensitive=False, lang='en')"
3753944357,3753944357,boy2bot,,(by @rainshapes),None,365,0,59,9/23/15 22:55,0,FALSE,19652,en,TRUE,FALSE,FALSE,Boy 2 Bot,1,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 17:00:09 +0000 2017', 'id': 840970682230013952, 'id_str': '840970682230013952', 'text': 'Bot i need your attention', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""https://twitter.com/rainshapes"" rel=""nofollow"">Boy 2 Bot</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 17, 0, 9), id=840970682230013952, id_str='840970682230013952', text='Bot i need your attention', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, source='Boy 2 Bot', source_url='https://twitter.com/rainshapes', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')"
1098206508,1098206508,rainshapes,philadelphia / troy,making games @PaisleyGames / #botALLY,https://t.co/tbec5kfQOl,504,471,32,1/17/13 13:51,6961,FALSE,9131,en,FALSE,FALSE,FALSE,tobi hahn,0,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 03:14:56 +0000 2017', 'id': 840763010083889152, 'id_str': '840763010083889152', 'text': '@IHateNYT ...have they ever seen a teen', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IHateNYT', 'name': 'Hot Take Appreciator', 'id': 304539767, 'id_str': '304539767', 'indices': [0, 9]}], 'urls': []}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': 840762771801161728, 'in_reply_to_status_id_str': '840762771801161728', 'in_reply_to_user_id': 304539767, 'in_reply_to_user_id_str': '304539767', 'in_reply_to_screen_name': 'IHateNYT', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 3, 14, 56), id=840763010083889152, id_str='840763010083889152', text='@IHateNYT ...have they ever seen a teen', truncated=False, entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IHateNYT', 'name': 'Hot Take Appreciator', 'id': 304539767, 'id_str': '304539767', 'indices': [0, 9]}], 'urls': []}, source='TweetDeck', source_url='https://about.twitter.com/products/tweetdeck', in_reply_to_status_id=840762771801161728, in_reply_to_status_id_str='840762771801161728', in_reply_to_user_id=304539767, in_reply_to_user_id_str='304539767', in_reply_to_screen_name='IHateNYT', geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=1, favorited=False, retweeted=False, lang='en')"
724473,724473,labnol,Email: amit@labnol.org,"Web Geek, Computer Science Engineer (IIT), Google Apps Script developer and founder of https://t.co/WnFWWAZfTH, a popular tech howto website.",https://t.co/7tpaNzxDyu,90493,352,2766,1/29/07 7:56,5188,TRUE,11313,en,FALSE,FALSE,TRUE,Amit Agarwal,0,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Sun Mar 12 07:41:40 +0000 2017', 'id': 840830133065809920, 'id_str': '840830133065809920', 'text': ""@narendramodi Sir, we've seen enough kidnappings, extortions and robberies in UP. Trust you to take us out of this‰Û_ https://t.co/kLe08xhwQO"", 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/kLe08xhwQO', 'expanded_url': 'https://twitter.com/i/web/status/840830133065809920', 'display_url': 'twitter.com/i/web/status/8‰Û_', 'indices': [116, 139]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': 18839785, 'in_reply_to_user_id_str': '18839785', 'in_reply_to_screen_name': 'narendramodi', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 840789664969629696, 'quoted_status_id_str': '840789664969629696', 'retweet_count': 7, 'favorite_count': 11, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, created_at=datetime.datetime(2017, 3, 12, 7, 41, 40), id=840830133065809920, id_str='840830133065809920', text=""@narendramodi Sir, we've seen enough kidnappings, extortions and robberies in UP. Trust you to take us out of this‰Û_ https://t.co/kLe08xhwQO"", truncated=True, entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/kLe08xhwQO', 'expanded_url': 'https://twitter.com/i/web/status/840830133065809920', 'display_url': 'twitter.com/i/web/status/8‰Û_', 'indices': [116, 139]}]}, source='Twitter Web Client', source_url='http://twitter.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=18839785, in_reply_to_user_id_str='18839785', in_reply_to_screen_name='narendramodi', geo=None, coordinates=None, place=None, contributors=None, is_quote_status=True, quoted_status_id=840789664969629696, quoted_status_id_str='840789664969629696', retweet_count=7, favorite_count=11, favorited=False, retweeted=False, possibly_sensitive=False, lang='en')"
124965052,124965052,nikhil_shirsath,"Mumbai,India","Mumbai ‰ù_•üè#mumbaimerijaan. Django and Bootstrap fan!",None,72,95,6,3/21/10 5:58,202,FALSE,636,en,FALSE,FALSE,TRUE,Nikhil Shirsath,0,"Status(_api=<tweepy.api.API object at 0x10f6fc160>, _json={'created_at': 'Fri Mar 10 06:04:08 +0000 2017', 'id': 840080815086215169, 'id_str': '840080815086215169', 'text': '#throwbacks #friends #schoolfriendship #nostalgic @ Ahmednagar‰Û_ https://t.co/z3bny2D8ps', 'truncated': False, 'entities': {'hashtags': [{'text': 'throwbacks', 'indices': [0, 11]}, {'text': 'friends', 'indices': [12, 20]}, {'text': 'schoolfriendship', 'indices': [21, 38]}, {'text': 'nostalgic', 'indices': [39, 49]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/z3bny2D8ps', 'expanded_url': 'https://www.instagram.com/p/BRcmYqaj3BaOpA-pTooCXok7zl-AHTB84z04AA0/', 'display_url': 'instagram.com/p/BRcmYqaj3BaO‰Û_', 'indices': [64, 87]}]}, 'source': '<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': {'type': 'Point', 'coordinates': [19.0753, 74.7217]}, 'coordinates': {'type': 'Point', 'coordinates': [74.7217, 19.0753]}, 'place': {'id': '7c43a844c6027dc0', 'url': 'https://api.twitter.com/1.1/geo/id/7c43a844c6027dc0.json', 'place_type': 'city', 'name': 'Ahmadnagar', 'full_name': 'Ahmadnagar, India', 'country_code': 'IN', 'country': 'India', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[74.564164, 18.78496], [74.960672, 18.78496], [74.960672, 19.29977], [74.564164, 19.29977]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'und'}, created_at=datetime.datetime(2017, 3, 10, 6, 4, 8), id=840080815086215169, id_str='840080815086215169', text='#throwbacks #friends #schoolfriendship #nostalgic @ Ahmednagar‰Û_ https://t.co/z3bny2D8ps', truncated=False, entities={'hashtags': [{'text': 'throwbacks', 'indices': [0, 11]}, {'text': 'friends', 'indices': [12, 20]}, {'text': 'schoolfriendship', 'indices': [21, 38]}, {'text': 'nostalgic', 'indices': [39, 49]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/z3bny2D8ps', 'expanded_url': 'https://www.instagram.com/p/BRcmYqaj3BaOpA-pTooCXok7zl-AHTB84z04AA0/', 'display_url': 'instagram.com/p/BRcmYqaj3BaO‰Û_', 'indices': [64, 87]}]}, source='Instagram', source_url='http://instagram.com', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, geo={'type': 'Point', 'coordinates': [19.0753, 74.7217]}, coordinates={'type': 'Point', 'coordinates': [74.7217, 19.0753]}, place=Place(_api=<tweepy.api.API object at 0x10f6fc160>, id='7c43a844c6027dc0', url='https://api.twitter.com/1.1/geo/id/7c43a844c6027dc0.json', place_type='city', name='Ahmadnagar', full_name='Ahmadnagar, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x10f6fc160>, type='Polygon', coordinates=[[[74.564164, 18.78496], [74.960672, 18.78496], [74.960672, 19.29977], [74.564164, 19.29977]]]), attributes={}), contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, possibly_sensitive=False, lang='und')"
